51304426218,dga,219,270
51304443792,fba,297,199
51304450224,eed,82,149
51304457626,eaa,295,106
51304470528,gbg,222,278
51304484992,cee,237,192
51304487061,gfa,206,174
51304495831,dfg,256,28
51304520786,dbd,195,130
51304591744,cgd,24,11
51304596140,dfe,267,204
51304615555,cfe,294,254
51304637281,bcf,269,218
51304660453,dbe,86,126
51304674460,aac,248,187
51304675384,fcf,67,254
51304700841,dcb,200,260
51304744104,daa,10,53
51304767559,acb,158,146
51304781624,cda,98,161
51304798927,ggc,129,73
51304804511,cab,150,106
51304815300,fda,77,11
51304827207,fcd,128,210
51304843629,fag,129,19
51304896253,efg,154,212
51304929554,adf,236,31
51304940878,ebe,141,104
51304955258,dgb,195,28
51305005147,gfb,212,192
51305007632,def,287,181
51305008858,aea,31,313
51305020667,agb,137,138
51305050834,afg,162,16
51305052703,dbf,161,80
51305150283,bgb,151,30
51305152740,dgd,177,106
51305157002,ecf,13,258
51305170819,dcf,142,170
51305197378,edf,202,122
51305244196,fac,132,100
51305253258,ccf,299,268
51305256324,fdc,208,28
51305259939,fgf,236,105
51305269870,acb,141,119
51305283647,gdg,125,117
51305312542,edf,66,106
51305313191,fgb,33,44
51305319964,cff,26,90
51305326580,fee,72,140
51305346655,aag,166,206
51305370915,egf,202,26
51305385938,ffc,212,75
51305407150,afb,128,152
51305412597,fba,242,210
51305429417,agd,136,6
51305457794,afb,25,171
51305465660,eee,210,83
51305479501,ggb,193,152
51305487952,bed,9,167
51305490743,abc,132,170
51305494297,ggf,245,249
51305510005,cba,218,219
51305510725,afg,279,12
51305569239,cec,17,39
51305571072,dgb,116,30
51305583042,dge,250,44
51305583270,gdd,136,54
51305595295,ecf,198,263
51305599919,dff,161,157
51305602820,ega,5,203
51305603474,ege,178,260
51305612777,cfd,94,225
51305615860,ccb,21,239
51305657568,eeb,94,57
51305688862,dcd,125,227
51305689700,egd,19,29
51305691180,dgb,117,26
51305710308,ccc,234,98
51305710765,eea,184,168
51305716438,ecf,83,310
51305725636,ecc,117,221
51305753327,fed,21,171
51305757778,ebd,72,155
51305761308,afc,111,249
51305809153,afd,223,210
51305824737,gbc,15,225
51305846937,dcf,140,188
51305847641,eea,17,189
51305859069,cbb,233,106
51305859743,fdf,261,10
51305880654,fcc,130,216
51305892192,fdg,94,202
51305897194,gea,261,10
51305913745,eba,246,68
51305917393,eaa,248,96
51305931029,bef,256,41
51305962319,edb,19,21
51305979744,cae,235,94
51305999484,ddf,245,307
51305999557,fge,147,179
51306029732,eaf,15,204
51306034906,bdd,138,67
51306045219,ded,222,188
51306083636,dcf,99,195
51306089335,afd,236,237
51306106457,fgg,188,103
51306127771,cda,31,154
51306159331,fba,128,224
51306171128,bab,169,5
51306181783,dfc,87,50
51306200337,bbd,148,36
51306221300,ddg,253,159
51306227115,ede,6,90
51306231588,bgc,259,99
51306267762,fca,265,104
51306273331,aeg,131,140
51306276646,ebb,173,256
51306278565,gec,156,139
51306303457,bfc,285,123
51306306404,dgc,42,59
51306318345,gff,128,101
51306318580,bgd,288,16
51306329066,aba,291,179
51306337343,adg,80,274
51306340162,efa,203,27
51306365893,acc,24,91
51306387924,aaf,30,109
51306395104,beg,247,259
51306397190,adc,75,280
51306413101,eff,261,166
51306425153,cbf,218,285
51306448734,dce,299,20
51306452282,aed,26,207
51306476583,dda,69,72
51306478875,ddg,219,179
51306486251,gff,163,96
51306490183,edc,241,253
51306497832,fgd,258,184
51306501142,gbd,224,216
51306513532,acb,212,99
51306532173,cfb,211,40
51306581111,aea,226,275
51306585587,gac,232,16
51306598909,bfd,16,130
51306610245,baa,47,258
51306619361,aab,195,299
51306628143,cdd,169,219
51306642838,cgc,87,141
51306656622,fbf,202,180
51306704750,dac,184,77
51306707690,cgb,289,195
51306709508,aff,32,234
51306753607,gee,42,283
51306764677,dca,112,170
51306777638,bdg,245,248
51306781950,eaa,1,95
51306794419,bee,165,136
51306798764,dad,121,198
51306846862,cdd,58,190
51306859661,fea,233,288
51306862860,ggd,146,265
51306863577,eeg,279,132
51306871101,ebg,216,124
51306873488,dbg,66,298
51306882927,bfg,177,85
51306899960,egb,296,27
51306904227,egc,72,171
51306928489,gbe,164,206
51306931413,egg,114,170
51306934521,gdb,173,79
51306951308,bea,211,48
51306953248,gbg,175,330
51306959264,ead,250,137
51306975648,ccc,227,106
51306976538,cfd,203,202
51307014020,bcg,205,108
51307030994,ebe,96,87
51307043613,fgf,66,99
51307076290,cbg,30,65
51307078253,gbb,258,92
51307101775,bca,224,74
51307108530,agc,2,77
51307142704,dcf,188,187
51307156296,ada,155,15
51307189456,fdb,74,62
51307216842,ccc,182,84
51307234283,ccg,195,268
51307242424,dfd,222,228
51307260635,gad,178,48
51307272671,ced,93,295
51307282352,bbf,257,122
51307302970,bgg,167,295
51307305731,eag,289,197
51307319716,agg,238,178
51307322998,gcd,50,292
51307330190,gca,30,40
51307346515,gba,25,290
51307349049,bgf,229,175
51307387315,efc,138,298
51307390018,gdc,104,225
51307434268,ebe,166,91
51307441125,gcf,255,197
51307451938,faf,131,89
51307470319,cge,209,245
51307473192,eda,282,40
51307504900,gfg,88,37
51307506975,bde,240,198
51307520907,cea,66,125
51307523819,ddb,231,191
51307532275,bcc,299,129
51307535670,cca,80,77
51307542799,ecb,224,51
51307542998,geg,175,141
51307597832,bbg,249,124
51307600269,dcb,298,286
51307606391,ecf,92,350
51307622765,cfg,295,79
51307626890,fdd,180,39
51307632706,edf,216,118
51307688934,gda,253,264
51307690442,edg,148,150
51307698573,dac,166,61
51307705315,gad,25,42
51307706639,egd,166,33
51307732208,gbf,180,44
51307807551,cbd,75,14
51307814563,gdg,40,106
51307832302,aef,13,24
51307839346,fcd,178,224
51307841039,abf,292,145
51307842901,fab,250,113
51307877082,dfc,97,48
51307890634,cga,222,280
51307925553,bga,198,21
51307954477,bed,127,155
51307960407,bec,243,238
51307993375,ffg,230,197
51308010883,abd,28,206
51308024912,ebf,63,148
51308031595,bab,284,5
51308033232,ebc,196,67
51308038435,fcg,63,116
51308056711,beb,266,71
51308059806,bcf,149,213
51308065747,caf,5,270
51308113897,eda,273,39
51308114740,afa,131,192
51308118373,cac,51,63
51308135788,daa,12,53
51308148804,cdf,132,78
51308179366,cef,134,275
51308200649,eca,80,241
51308207100,eae,66,143
51308219997,fee,124,131
51308238989,fdc,45,32
51308246746,acf,76,148
51308256731,fea,290,342
51308257617,bcb,189,167
51308263235,feb,257,118
51308270745,gfc,110,193
51308271351,fbe,76,102
51308273001,gga,80,128
51308298876,age,52,52
51308300279,aad,48,71
51308317090,adf,18,34
51308334987,gge,133,242
51308336346,fga,165,60
51308349768,bga,260,23
51308355640,ada,268,16
51308375101,cca,223,66
51308398603,ged,92,288
51308403452,dfa,101,183
51308411571,edd,64,137
51308414920,bfe,233,297
51308445756,caa,257,40
51308449527,eec,257,89
51308464569,aga,150,206
51308501764,ecg,107,276
51308524737,ece,39,230
51308543834,fgb,131,36
51308584865,gfg,228,34
51308589869,dag,12,102
51308590325,cbc,108,151
51308601880,fce,1,283
51308622482,cdc,253,233
51308628573,cgg,122,198
51308636904,gdg,59,94
51308640322,fbc,142,35
51308644027,ggc,116,75
51308646604,efe,137,206
51308654223,gce,275,256
51308678732,dfb,43,36
51308686394,fed,224,140
51308687066,ece,131,227
51308688550,bcd,45,77
51308692991,agb,271,140
51308696063,gcc,187,81
51308703344,ede,122,74
51308714667,fcf,100,251
51308715444,fec,257,97
51308717686,beb,190,58
51308734767,cba,229,216
51308735176,aab,145,263
51308760679,acd,241,244
51308789605,eae,235,147
51308799003,afb,151,198
51308823924,dae,232,48
51308827672,bce,32,73
51308847634,acb,54,96
51308864672,gfe,283,286
51308879276,abe,248,274
51308923778,bba,254,13
51308941008,dgb,30,29
51308946970,def,12,181
51308965664,ffe,22,138
51308985524,deg,283,275
51308999815,dde,289,204
51309004576,ace,209,71
51309005547,dgd,88,118
51309011840,ggg,43,89
51309026748,cfc,193,214
51309041265,fda,87,11
51309046591,fda,101,13
51309047758,aeb,54,254
51309056013,cag,299,233
51309060295,cbg,97,62
51309069816,deb,185,28
51309070635,dbf,20,95
51309084224,cff,282,82
51309094765,fbc,184,31
51309121984,ecd,57,66
51309148552,agf,34,189
51309155607,cde,207,82
51309176233,bdb,51,231
51309191851,cgf,211,99
51309211457,dcc,294,236
51309223381,cff,44,83
51309250349,dec,209,296
51309269662,daf,278,102
51309272251,egb,117,28
51309273376,fde,34,185
51309295108,eff,277,187
51309311556,bbc,9,82
51309355195,ffd,212,68
51309363969,cfa,27,214
51309364411,bdc,83,216
51309398384,afe,32,196
51309406927,dgg,245,253
51309407078,bae,160,92
51309432266,agb,148,149
51309441250,bdf,146,78
51309445358,dgd,156,118
51309453164,daa,74,59
51309456020,gaa,10,185
51309460172,ceg,162,214
51309461185,gae,86,81
51309466046,aee,123,106
51309477379,gaf,164,157
51309477910,gef,120,91
51309491647,dee,100,13
51309493412,faa,254,202
51309508326,ade,10,280
51309537992,fde,61,220
51309544160,eef,31,51
51309545250,gac,46,14
51309569823,eec,297,105
51309583260,feb,275,126
51309614931,afc,4,286
51309617903,cba,95,226
51309620756,eec,237,92
51309629019,ddd,74,128
51309633879,baf,15,16
51309636595,ffb,86,181
51309643065,geb,222,219
51309644867,fae,180,214
51309664196,gdb,138,82
51309693946,dbd,202,132
51309713895,bag,175,260
51309752513,cdg,87,176
51309761513,eab,95,227
51309763753,dcd,131,222
51309767225,efb,142,155
51309777850,efg,25,235
51309786198,ffa,86,150
51309808156,feg,213,202
51309814242,aae,2,291
51309832870,dfg,76,32
51309856760,dea,201,265
51309864592,gcb,100,197
51309875305,eac,60,176
51309880467,ddd,106,112
51309913165,bge,105,53
51309919296,dba,264,117
51309931092,ddc,236,202
51309966563,cdc,79,188
51309969633,fcc,123,181
51309978285,dab,273,30
51309997167,dcg,81,77
51310008875,gag,72,104
51310015966,ebe,87,91
51310020851,cad,151,101
51310051433,fae,69,211
51310058758,bge,229,51
51310063539,aec,77,229
51310096444,ccd,256,270
51310162728,cfe,48,271
51310199817,fag,17,17
51310226254,gad,262,40
51310226258,abb,7,167
51310238569,bff,292,34
51310264917,ceb,67,53
51310310937,adb,26,32
51310313892,fgd,155,204
51310338208,ddg,249,211
51310342414,add,87,113
51310355273,bfg,199,79
51310379615,bbc,285,90
51310386573,bbb,85,42
51310394971,dfe,31,234
51310397292,cbf,150,296
51310398296,dca,253,171
51310446299,eee,111,92
51310461021,fgc,34,13
51310465965,faa,95,187
51310482811,dgf,36,23
51310486385,bfc,133,141
51310490489,cfb,125,36
51310494709,ebe,172,105
51310527051,adb,60,27
51310595769,dge,30,39
51310605237,cce,226,236
51310623836,gde,125,38
51310642183,dce,20,19
51310647651,ebg,16,112
51310689968,dfc,113,38
51310726457,ced,101,253
51310729233,cgc,136,160
51310736636,fgf,84,106
51310743314,adb,235,28
51310806924,ccf,57,292
51310831084,dbb,182,152
51310846217,ege,200,273
51310864470,ggc,83,65
51310907103,fcd,173,185
51310917994,fef,215,182
51310933475,agg,16,154
51310944006,dec,176,304
51310979885,eab,182,215
51311028997,efd,285,29
51311050547,ege,59,319
51311064210,eag,286,191
51311069687,fcb,74,31
51311086614,baa,24,278
51311102449,gdg,83,95
51311111629,bab,175,5
51311149597,dde,151,165
51311154631,egb,128,27
51311165270,eaa,23,110
51311172091,aaa,296,67
51311190614,eaf,215,193
51311194124,gga,193,121
51311222533,agf,40,219
51311230313,cdb,136,221
51311245205,ffe,278,126
51311336005,baa,65,275
51311345191,caf,113,224
51311362128,cbe,59,160
51311378050,bfa,200,225
51311391694,fee,239,142
51311417467,fga,293,64
51311427340,gfd,151,159
51311446188,egf,115,24
51311460132,fad,207,72
51311461476,cee,239,157
51311461533,abg,104,150
51311472114,edb,151,17
51311512892,eeb,121,59
51311514421,eab,241,232
51311517936,gbd,289,248
51311537856,fbd,132,129
51311559549,gef,191,90
51311560799,gdb,111,76
51311595399,fec,250,97
51311619452,bee,202,159
51311631542,bda,236,282
51311645529,gfa,24,165
51311650340,bfb,192,119
51311650618,dcb,90,243
51311659779,dba,43,126
51311667422,ddc,128,183
51311699930,gdf,46,145
51311708476,aca,38,113
51311724620,bcb,191,177
51311726043,aca,72,101
51311747618,eaf,157,158
51311779019,ddb,299,191
51311812648,bdc,132,250
51311837163,ada,72,14
51311842113,gda,43,274
51311857319,cag,72,265
51311860525,eba,223,57
51311861937,ebf,212,137
51311908964,dbb,278,173
51311922109,gfb,185,170
51311943202,fdg,32,199
51311946585,afd,147,201
51311952074,fac,98,106
51311964560,cec,288,37
51311984445,geg,276,118
51311986955,bbe,159,47
51311991694,fac,12,115
51311992055,bgf,185,164
51312023497,cga,135,322
51312047969,bgc,288,98
51312048258,faf,288,86
51312075781,cab,119,124
51312079017,bdd,226,55
51312097322,fff,212,107
51312109378,fdf,133,9
51312111995,dfb,147,30
51312130674,cce,270,198
51312140491,ade,131,302
51312202593,aag,114,170
51312218060,geb,142,221
51312247888,beg,13,253
51312254343,fgc,132,14
51312260235,bea,97,53
51312262351,fda,272,11
51312264969,bad,125,69
51312277985,cbc,121,152
51312299078,gag,147,90
51312306941,ddd,6,106
51312308327,cga,6,260
51312320434,cac,236,57
51312322054,efa,108,27
51312327380,gce,252,261
51312356048,daa,148,66
51312374483,bga,63,19
51312375187,ccb,214,212
51312382507,fdg,19,171
51312414472,bbg,147,138
51312420122,bed,30,151
51312421437,aee,42,104
51312427563,aaa,46,61
51312430881,ace,271,65
51312437585,cfe,273,298
51312444554,aac,229,211
51312465493,dbc,254,341
51312468588,bac,53,114
51312471978,bbe,14,53
51312481660,gfb,47,198
51312529659,adc,162,260
51312553645,ebc,276,59
51312601860,fgb,50,36
51312602152,acc,197,86
51312613337,gbg,200,359
51312617329,cgb,40,226
51312633307,geb,265,262
51312650254,fea,88,355
51312652615,bgf,201,134
51312654795,edf,23,101
51312665234,acg,132,169
51312691668,cbd,100,12
51312698875,bcg,287,108
51312710505,deg,225,316
51312728658,fag,257,14
51312730597,adf,157,36
51312737518,gfa,170,161
51312738827,gcg,28,227
51312748948,cge,85,203
51312763416,afd,18,235
51312794312,gea,119,10
51312796894,bee,120,168
51312812664,cac,101,65
51312850556,abc,167,147
51312852414,ebd,287,130
51312862544,ggd,84,302
51312879177,abe,275,268
51312880143,baa,265,286
51312885281,ded,102,223
51312899681,agc,263,64
51312956533,geg,223,94
51312996065,bff,76,32
51313020486,bca,207,82
51313022707,gdf,20,118
51313027298,aeb,207,289
51313059632,fcd,163,203
51313061062,dac,265,65
51313097493,geb,48,241
51313102176,gda,58,243
51313129889,dge,100,44
51313140162,aad,135,67
51313157486,bcd,11,83
51313163723,cbd,260,9
51313190003,gca,133,46
51313224893,fdd,132,40
51313232863,cdg,106,202
51313260807,gab,88,43
51313265946,adg,105,279
51313266115,cad,122,83
51313273863,bae,110,76
51313284573,fbg,288,139
51313332270,fdd,16,38
51313345610,ggc,68,71
51313362917,ccd,114,275
51313381077,abb,232,170
51313393823,bdd,90,49
51313413760,agb,256,146
51313414374,gbb,174,99
51313416715,gdb,274,80
51313508441,ggc,155,62
51313526573,gab,234,43
51313537624,dda,55,85
51313545046,dff,173,136
51313568890,fbb,140,100
51313572005,gae,216,68
51313580515,bfg,14,78
51313593122,aeg,9,135
51313607862,bad,249,80
51313609292,aee,261,114
51313614906,dgd,73,113
51313623766,ddc,49,214
51313633102,aec,204,224
51313635791,cbg,254,53
51313672322,abf,127,145
51313704729,eeg,79,114
51313706426,edg,63,145
51313715924,dff,131,112
51313734278,eed,177,146
51313739446,cdg,186,226
51313757469,bdc,100,280
51313772893,ced,56,268
51313774216,fbg,225,157
51313778247,bdg,65,243
51313812248,fgb,101,41
51313832978,faf,262,96
51313846052,aga,113,238
51313848233,cbe,231,147
51313862295,ega,9,219
51313885892,ggf,87,199
51313889549,bde,94,176
51313890665,dbf,130,94
51313902126,gcd,257,297
51313908177,edd,160,130
51313926136,aba,97,161
51313944301,ccg,35,225
51313949425,dga,91,256
51313977316,gad,148,34
51314001579,gfb,7,207
51314002841,eac,261,176
51314003871,bca,160,81
51314015946,cbd,27,10
51314020587,cea,236,122
51314064468,dbe,163,117
51314066041,gfg,150,39
51314092348,gff,155,81
51314103388,gcc,44,87
51314105985,dfa,47,164
51314146023,ffc,75,71
51314165896,bbf,13,114
51314179728,ggf,239,200
51314201300,gbc,151,207
51314207699,daa,184,67
51314218851,dge,145,47
51314259755,ddc,200,226
51314270552,gge,114,222
51314288085,egc,180,184
51314300271,fff,217,86
51314326969,afg,275,12
51314335216,ccd,34,222
51314355848,edc,155,240
51314359193,afa,72,172
51314361628,ggb,177,168
51314369284,dgc,4,60
51314371668,aff,210,248
51314372741,eaf,186,173
51314402705,gaa,14,153
51314415050,fgd,296,230
51314439114,cba,94,189
51314439320,fef,190,151
51314450792,gaa,161,157
51314492518,bgf,23,121
51314513048,bge,6,55
51314516652,fac,257,132
51314529115,cfg,196,75
51314531892,fgg,31,99
51314551097,aaa,220,58
51314555071,cce,48,176
51314574079,gca,19,38
51314582766,afb,148,209
51314586196,ece,128,267
51314587462,fbb,176,110
51314588260,cgd,62,9
51314606387,ddd,206,92
51314621410,bbd,220,38
51314622187,ebb,221,243
51314626511,ecc,239,223
51314627725,efc,135,351
51314637047,fge,166,211
51314655338,ecf,274,322
51314665866,fgg,240,102
51314670080,gdd,129,51
51314672702,feg,63,197
51314697797,fdg,262,169
51314707057,cfd,76,165
51314739601,fgd,43,236
51314743593,cdc,1,178
51314761453,ffd,153,55
51314765339,cbc,64,123
51314802691,abg,255,130
51314804926,bag,212,228
51314805800,gdf,166,138
51314815009,dee,140,12
51314819325,fgc,72,12
51314844972,cdf,209,88
51314891738,ada,290,12
51314891792,aef,247,25
51314892090,def,64,170
51314922015,dee,142,13
51314943395,fcc,226,209
51314955332,beb,129,61
51314957661,cbb,265,106
51314965404,daf,220,83
51314980529,agd,132,5
51315008862,bgb,46,35
51315025131,gfg,287,46
51315028887,gbg,49,423
51315032230,fca,203,94
51315046768,dgg,298,235
51315070288,cde,92,87
51315079508,gfa,24,136
51315083796,aea,285,269
51315087285,bag,195,200
51315101592,ade,19,335
51315129080,eea,253,194
51315140210,afb,198,242
51315147713,bce,115,62
51315152589,fcg,13,122
51315162209,eag,17,185
51315169566,gag,115,79
51315170691,ecb,198,52
51315185182,ffb,254,171
51315201295,adb,144,23
51315216233,ebf,177,149
51315250187,adb,193,24
51315251385,dcd,137,246
51315253992,cfe,202,300
51315260614,bgd,231,16
51315289793,bad,268,71
51315352517,gdc,261,240
51315359695,bcc,108,113
51315362637,eda,81,31
51315364404,acd,275,270
51315384236,ecd,292,77
51315426123,bdd,247,46
51315433625,ffg,1,214
51315437119,fed,70,134
51315453950,bfd,245,113
51315467553,baa,297,314
51315480490,eaa,169,123
51315485991,aed,231,211
51315487705,fdc,59,37
51315507748,ccc,145,90
51315534090,gee,150,260
51315535641,fba,90,262
51315543609,ddf,280,264
51315571920,aeg,235,156
51315573646,aaf,189,89
51315580174,cca,127,66
51315586332,dfc,66,32
51315614038,fca,257,99
51315620508,bef,276,47
51315636094,fab,149,101
51315636238,fgg,178,97
51315643533,bcg,116,127
51315660249,eec,274,80
51315667227,age,290,41
51315688040,dgc,256,67
51315712204,gbe,25,208
51315727103,fdd,11,45
51315736781,gba,206,275
51315742190,cae,67,81
51315744281,fea,283,337
51315767144,cda,168,174
51315770458,cac,273,55
51315779727,afd,263,211
51315819700,gbd,228,277
51315843830,fag,126,15
51315848980,gfb,299,194
51315850688,efe,233,173
51315852997,dcc,134,264
51315872866,daa,34,55
51315873723,afd,267,179
51315874561,bdc,81,249
51315896377,fef,45,166
51315923280,fbb,151,119
51315943117,egg,188,176
51315951010,cff,95,68
51315966548,gbf,133,46
51315974325,gcf,124,208
51315975058,ceb,237,58
51316000393,eaf,220,205
51316006622,abc,113,127
51316047676,feb,287,138
51316072746,egd,62,30
51316089658,aag,30,190
51316112767,dgb,29,34
51316115264,efd,42,27
51316126260,gef,248,72
51316131567,dgg,7,232
51316134821,agf,98,219
51316150488,dea,69,241
51316157362,cfa,53,243
51316164996,bbc,123,90
51316170399,ebb,159,252
51316194291,dbf,133,104
51316209916,gfc,249,156
51316212234,gec,36,116
51316215993,geb,77,216
51316221440,bac,178,93
51316246412,bfb,32,104
51316256041,gaf,229,144
51316261561,bgf,88,131
51316285159,fee,192,119
51316296362,dfd,289,212
51316296544,baa,183,326
51316305884,efc,232,329
51316333024,gcb,2,216
51316334990,gee,259,286
51316369587,cgb,210,210
51316389335,afe,224,207
51316413124,dff,46,90
51316414111,egf,287,28
51316426250,acd,17,272
51316430898,eeb,199,53
51316456157,eff,269,190
51316461826,cdd,129,167
51316463686,cac,234,57
51316465374,efa,85,27
51316466143,bee,96,146
51316467344,agf,59,258
51316470215,bgg,70,271
51316472242,cbc,37,132
51316472925,aab,270,260
51316485228,fbf,244,180
51316486034,dee,239,10
51316510811,ead,81,150
51316527808,aaa,294,69
51316531615,caf,198,235
51316581909,gac,172,16
51316639526,deb,90,26
51316648618,dae,147,49
51316649242,dda,86,74
51316660968,dad,70,180
51316664051,baa,112,290
51316674300,gfe,295,283
51316683784,dbg,270,318
51316694899,ebg,213,131
51316728550,fbc,264,25
51316740387,eba,298,56
51316791102,cce,238,197
51316792374,afc,290,340
51316808771,bfa,287,247
51316826138,cef,295,316
51316845586,gff,73,95
51316869256,cbb,61,104
51316884146,caa,72,36
51316886576,bcf,83,215
51316938150,baf,230,17
51316942403,dec,13,285
51316950776,fgc,274,12
51316952043,fbf,35,208
51316969603,eff,248,188
51316977115,bcc,63,107
51316978253,gbc,24,173
51316986328,gag,4,77
51316988578,cdb,35,247
51317022834,ecg,101,278
51317032545,adf,28,38
51317033495,eeb,281,60
51317045822,aca,19,85
51317068330,gff,280,103
51317073153,fce,278,322
51317074126,dgf,139,25
51317096949,dcf,178,183
51317101606,dbe,148,104
51317103096,ggg,141,105
51317129951,fdb,208,56
51317159348,cdf,22,93
51317184362,bca,207,89
51317191711,gbd,268,263
51317201885,efb,17,144
51317206174,aae,150,276
51317282343,ead,161,138
51317285117,eae,182,133
51317306421,adg,219,295
51317312998,cgf,57,81
51317314019,dea,214,269
51317325107,dbf,71,85
51317370954,bdc,13,241
51317376596,agg,255,130
51317410657,bed,233,128
51317436101,cbe,26,130
51317439367,bad,278,74
51317459643,cdf,99,101
51317463689,egb,288,25
51317470671,ded,64,240
51317476606,acb,152,83
51317495958,abd,109,164
51317498751,dag,169,81
51317498814,aga,19,266
51317522452,bbb,230,33
51317524312,abf,87,126
51317533539,eba,91,61
51317547114,ceg,296,218
51317560823,fba,74,285
51317570142,ffe,188,128
51317588611,fcf,212,215
51317591519,cbe,76,154
51317605912,bdb,186,205
51317616489,ede,293,59
51317622907,ebc,114,50
51317626364,deg,126,347
51317627751,egf,155,30
51317637367,gab,183,37
51317664171,fbe,68,105
51317675308,eca,192,202
